project_id,year,project_type,implementing_agency,location,contractor,has_contractor,contractor_reliability,procurement_mode,funding_source,approved_budget,planned_duration_months,start_month,start_date,planned_end_date,agency_capacity,typhoon_exposure,cpi_at_start,cmrpi_at_start,cpi_change,cmrpi_change,is_delayed,delay_days,delay_probability,is_cost_overrun,cost_overrun_pct,overrun_probability,risk_category
PROJ-2025-0292,2025,Infrastructure,PGENRO,Igbaras,Panay Construction Services,1,0.53,Competitive Bidding,SEF,737942.82,12,8,2025-08-10,2026-08-05,0.68,16.6,132.5,139.2,0.0,0.0,0,0,0.5358,1,0.334,0.416,Medium
PROJ-2025-0293,2025,Non-Infrastructure,PHO,Janiuay,N/A,0,0.5,Alternative Mode (Shopping),20% NTA,5419616.31,6,11,2025-11-02,2026-05-01,0.72,3.8,132.5,139.2,0.0,0.0,0,0,0.2979,0,0.0,0.3232,Medium
PROJ-2024-0294,2024,Non-Infrastructure,IPG-HRMDO,Leon,N/A,0,0.5,Direct Contracting,20% NTA,138228.16,6,7,2024-07-12,2025-01-08,0.7,13.8,127.8,135.8,4.7,3.4,0,0,0.2298,1,0.169,0.3316,Medium
PROJ-2021-0295,2021,Infrastructure,IPG/HMO,San Joaquin,Orchard Valley Enterprises,1,0.77,Competitive Bidding,General Fund,83309.58,12,12,2021-12-09,2022-12-04,0.67,16.6,109.8,114.0,6.2,11.3,1,78,0.3918,1,0.344,0.7381,High
PROJ-2025-0296,2025,Non-Infrastructure,Provincial Accountant's Office,Maasin,N/A,0,0.5,Repeat Order,LDRRMF,3514207.49,6,12,2025-12-13,2026-06-11,0.8,2.3,132.5,139.2,0.0,0.0,0,0,0.2416,0,0.0,0.2269,Low
PROJ-2020-0297,2020,Non-Infrastructure,HMO,Leon,N/A,0,0.5,Alternative Mode (Negotiated),GAD Fund,7946165.97,6,2,2020-02-14,2020-08-12,0.7,5.0,105.1,107.5,4.7,6.5,0,0,0.3731,0,0.0,0.3272,Medium
PROJ-2020-0298,2020,Non-Infrastructure,Provincial Accountant's Office,Alimodian,Golden West Engineering,1,0.66,Alternative Mode (Negotiated),HFEP,1212551.22,6,10,2020-10-08,2021-04-06,0.8,6.1,105.1,107.5,4.7,6.5,0,0,0.2659,0,0.0,0.3301,Medium
PROJ-2020-0299,2020,Infrastructure,HMO,Sara,A. Maquiling Construction and Supply,1,0.71,Alternative Mode (Shopping),HFEP,552657.2,12,10,2020-10-13,2021-10-08,0.7,16.6,105.1,107.5,4.7,6.5,1,133,0.538,1,0.227,0.7466,High
PROJ-2025-0300,2025,Non-Infrastructure,OPPESM,Sta. Barbara,Dreamer's Valley Construction,1,0.36,Alternative Mode (Shopping),Trust Fund,15258719.97,6,7,2025-07-05,2026-01-01,0.65,13.8,132.5,139.2,0.0,0.0,0,0,0.5002,1,0.147,0.2991,Medium
PROJ-2021-0301,2021,Infrastructure,PHO,Bingawan,RS AGRO INDUSTRIAL Corporation,1,0.44,Alternative Mode (Shopping),SEF,1106535.26,12,6,2021-06-10,2022-06-05,0.72,16.6,109.8,114.0,6.2,11.3,1,208,0.675,1,0.242,0.7789,High
PROJ-2022-0302,2022,Non-Infrastructure,Provincial Agriculture Office,Leon,N/A,0,0.5,Alternative Mode (Negotiated),SEF,190891.61,6,2,2022-02-04,2022-08-03,0.62,5.0,116.0,125.3,7.1,5.7,0,0,0.1963,1,0.074,0.3217,Medium
PROJ-2022-0303,2022,Non-Infrastructure,IPG-HRMDO,Pavia,N/A,0,0.5,Alternative Mode (Negotiated),Supplemental Budget,389789.26,6,3,2022-03-08,2022-09-04,0.7,7.8,116.0,125.3,7.1,5.7,1,87,0.2741,1,0.21,0.7116,Medium
PROJ-2023-0304,2023,Non-Infrastructure,Provincial Agriculture Office,San Enrique,N/A,0,0.5,Competitive Bidding,General Fund,1645011.2,6,4,2023-04-04,2023-10-01,0.62,10.5,123.1,131.0,4.7,4.8,1,127,0.4358,0,0.0,0.7021,High
PROJ-2019-0305,2019,Non-Infrastructure,IPG-HRMDO,Balasan,N/A,0,0.5,Repeat Order,General Fund,651436.95,6,4,2019-04-07,2019-10-04,0.7,10.5,102.5,103.2,2.6,4.3,0,0,0.2924,0,0.0,0.3052,Medium
PROJ-2024-0306,2024,Non-Infrastructure,OPPESM,Dingle,N/A,0,0.5,Alternative Mode (Shopping),Special Budget,1278043.6,6,3,2024-03-12,2024-09-08,0.65,7.8,127.8,135.8,4.7,3.4,0,0,0.3481,0,0.0,0.3189,Medium
PROJ-2017-0307,2017,Non-Infrastructure,PGENRO,Carles,N/A,0,0.5,Repeat Order,GAD Fund,349364.52,6,12,2017-12-09,2018-06-07,0.68,2.3,97.7,98.5,2.3,1.5,0,0,0.1672,0,0.0,0.3204,Low
PROJ-2025-0308,2025,Infrastructure,Provincial Engineering Office,Dueñas,JV Pacific Builders,1,0.48,Alternative Mode (Shopping),LDRRMF,6455184.96,12,3,2025-03-10,2026-03-05,0.73,16.6,132.5,139.2,0.0,0.0,1,94,0.7039,0,0.0,0.6936,High
PROJ-2019-0309,2019,Non-Infrastructure,Provincial Accountant's Office,Banate,N/A,0,0.5,Repeat Order,HFEP,212542.59,6,8,2019-08-05,2020-02-01,0.8,11.6,102.5,103.2,2.6,4.3,0,0,0.2128,0,0.0,0.2635,Low
PROJ-2018-0310,2018,Non-Infrastructure,IPG-HRMDO,Zarraga,N/A,0,0.5,Alternative Mode (Negotiated),Trust Fund,3477132.31,6,2,2018-02-13,2018-08-12,0.7,5.0,100.0,100.0,2.5,3.2,0,0,0.3697,1,0.266,0.3124,Medium
PROJ-2025-0311,2025,Non-Infrastructure,ICTMO,Estancia,N/A,0,0.5,Direct Contracting,MOOE,924949.93,6,8,2025-08-10,2026-02-06,0.78,11.6,132.5,139.2,0.0,0.0,0,0,0.2674,1,0.132,0.2775,Medium
PROJ-2024-0312,2024,Infrastructure,HMO,Dingle,Metro Iloilo Construction,1,0.46,Direct Contracting,HFEP,36787.95,12,1,2024-01-09,2025-01-03,0.7,16.6,127.8,135.8,4.7,3.4,0,0,0.4225,1,0.132,0.4066,Medium
PROJ-2016-0313,2016,Infrastructure,HMO,Calinog,Red Hammer International Builders,1,0.38,Alternative Mode (Negotiated),LDRRMF,210912.82,12,11,2016-11-06,2017-11-01,0.7,16.6,94.5,96.0,3.2,2.5,0,0,0.5496,0,0.0,0.4409,High
PROJ-2023-0314,2023,Infrastructure,PGENRO,Dueñas,Western Visayas Builders Inc.,1,0.46,Repeat Order,Supplemental Budget,92091.88,12,8,2023-08-01,2024-07-26,0.68,16.6,123.1,131.0,4.7,4.8,1,212,0.482,1,0.22,0.8234,High
PROJ-2018-0315,2018,Non-Infrastructure,OLEDIPO,Miagao,CEBU ERNBRI IMPORT INC.,1,0.71,Alternative Mode (Shopping),20% NTA,46836.84,6,12,2018-12-08,2019-06-06,0.55,2.3,100.0,100.0,2.5,3.2,0,0,0.0932,1,0.202,0.2974,Low
PROJ-2024-0316,2024,Non-Infrastructure,OPPESM,Leganes,N/A,0,0.5,Alternative Mode (Shopping),HFEP,1165466.08,6,5,2024-05-09,2024-11-05,0.65,12.8,127.8,135.8,4.7,3.4,0,0,0.408,0,0.0,0.3189,Medium
PROJ-2018-0317,2018,Non-Infrastructure,IPG-HRMDO,Pototan,N/A,0,0.5,Direct Contracting,MOOE,307495.47,6,12,2018-12-12,2019-06-10,0.7,2.3,100.0,100.0,2.5,3.2,1,27,0.1683,1,0.073,0.5969,Medium
PROJ-2025-0318,2025,Infrastructure,PHO,Barotac Viejo,JV Pacific Builders,1,0.48,Alternative Mode (Negotiated),SEF,935399.32,12,12,2025-12-11,2026-12-06,0.72,16.6,132.5,139.2,0.0,0.0,0,0,0.5859,0,0.0,0.3961,High
PROJ-2023-0319,2023,Non-Infrastructure,OLEDIPO,Pototan,N/A,0,0.5,Repeat Order,General Fund,162282.68,6,12,2023-12-11,2024-06-08,0.55,2.3,123.1,131.0,4.7,4.8,1,32,0.1819,1,0.274,0.6149,Medium
PROJ-2018-0320,2018,Non-Infrastructure,HMO,Passi City,N/A,0,0.5,Competitive Bidding,LDRRMF,48214.84,6,7,2018-07-01,2018-12-28,0.7,13.8,100.0,100.0,2.5,3.2,0,0,0.1579,1,0.098,0.3433,Low
PROJ-2018-0321,2018,Infrastructure,OLEDIPO,Pototan,Panay Construction Services,1,0.53,Competitive Bidding,Trust Fund,294736.08,12,10,2018-10-13,2019-10-08,0.55,16.6,100.0,100.0,2.5,3.2,1,141,0.5353,1,0.155,0.7439,High
PROJ-2024-0322,2024,Infrastructure,Provincial Planning Office,Barotac Nuevo,JV Pacific Builders,1,0.48,Alternative Mode (Negotiated),Supplemental Budget,385874.01,12,10,2024-10-06,2025-10-01,0.82,16.6,127.8,135.8,4.7,3.4,0,0,0.5355,0,0.0,0.4156,Medium
PROJ-2020-0323,2020,Infrastructure,OLEDIPO,Oton,Golden West Engineering,1,0.66,Repeat Order,GAD Fund,683097.23,12,9,2020-09-01,2021-08-27,0.55,16.6,105.1,107.5,4.7,6.5,1,183,0.6283,1,0.164,0.7666,High
PROJ-2021-0324,2021,Non-Infrastructure,PCDO,Janiuay,N/A,0,0.5,Alternative Mode (Shopping),20% NTA,2966960.55,6,1,2021-01-13,2021-07-12,0.6,2.8,109.8,114.0,6.2,11.3,1,85,0.3095,1,0.301,0.7045,Medium
PROJ-2016-0325,2016,Non-Infrastructure,PCDO,San Miguel,N/A,0,0.5,Direct Contracting,Supplemental Budget,4111176.05,6,4,2016-04-01,2016-09-28,0.6,10.5,94.5,96.0,3.2,2.5,1,100,0.4387,1,0.246,0.6336,High
PROJ-2016-0326,2016,Non-Infrastructure,PCDO,Oton,Metro Iloilo Construction,1,0.46,Competitive Bidding,HFEP,1363779.83,6,9,2016-09-06,2017-03-05,0.6,8.8,94.5,96.0,3.2,2.5,0,0,0.3302,1,0.096,0.2797,Medium
PROJ-2018-0327,2018,Infrastructure,ICTMO,Pototan,Iloilo New Agri-Industrial Marketing,1,0.44,Alternative Mode (Shopping),Trust Fund,9602183.82,12,5,2018-05-09,2019-05-04,0.78,16.6,100.0,100.0,2.5,3.2,0,0,0.7563,0,0.0,0.453,High
PROJ-2022-0328,2022,Non-Infrastructure,IPG-HRMDO,Concepcion,N/A,0,0.5,Direct Contracting,Supplemental Budget,352280.39,6,11,2022-11-12,2023-05-11,0.7,3.8,116.0,125.3,7.1,5.7,0,0,0.1853,1,0.31,0.3305,Medium
PROJ-2023-0329,2023,Non-Infrastructure,OLEDIPO,Lemery,N/A,0,0.5,Competitive Bidding,20% NTA,2143293.41,6,10,2023-10-07,2024-04-04,0.55,6.1,123.1,131.0,4.7,4.8,0,0,0.3662,0,0.0,0.3128,Medium
PROJ-2020-0330,2020,Infrastructure,Provincial Engineering Office,Tigbauan,Panay Construction Services,1,0.53,Alternative Mode (Negotiated),MOOE,257268.26,12,1,2020-01-09,2021-01-03,0.73,16.6,105.1,107.5,4.7,6.5,1,166,0.5404,1,0.138,0.7937,High
PROJ-2016-0331,2016,Infrastructure,Provincial Agriculture Office,Pavia,JV Pacific Builders,1,0.48,Direct Contracting,SEF,659973.08,12,6,2016-06-02,2017-05-28,0.62,16.6,94.5,96.0,3.2,2.5,1,97,0.6275,0,0.0,0.7366,High
PROJ-2019-0332,2019,Infrastructure,ICTMO,Tubungan,RS AGRO INDUSTRIAL Corporation,1,0.44,Direct Contracting,Supplemental Budget,6386846.17,12,3,2019-03-05,2020-02-28,0.78,16.6,102.5,103.2,2.6,4.3,0,0,0.7312,1,0.249,0.4092,High
PROJ-2018-0333,2018,Infrastructure,PGENRO,Janiuay,Dreamer's Valley Construction,1,0.36,Alternative Mode (Negotiated),LDRRMF,3509972.41,12,1,2018-01-03,2018-12-29,0.68,16.6,100.0,100.0,2.5,3.2,1,195,0.7636,1,0.2,0.7807,Critical
PROJ-2016-0334,2016,Non-Infrastructure,ICTMO,Leganes,N/A,0,0.5,Alternative Mode (Shopping),MOOE,1105432.71,6,11,2016-11-09,2017-05-08,0.78,3.8,94.5,96.0,3.2,2.5,0,0,0.2282,1,0.055,0.3353,Medium
PROJ-2017-0335,2017,Non-Infrastructure,Provincial Agriculture Office,Miagao,N/A,0,0.5,Alternative Mode (Shopping),Trust Fund,10693334.82,6,9,2017-09-07,2018-03-06,0.62,8.8,97.7,98.5,2.3,1.5,0,0,0.4623,0,0.0,0.2673,Medium
PROJ-2018-0336,2018,Non-Infrastructure,Provincial Planning Office,Ajuy,N/A,0,0.5,Direct Contracting,Special Budget,79735.0,6,8,2018-08-06,2019-02-02,0.82,11.6,100.0,100.0,2.5,3.2,0,0,0.1758,1,0.269,0.2718,Low
PROJ-2022-0337,2022,Non-Infrastructure,ICTMO,Concepcion,Orchard Valley Enterprises,1,0.77,Competitive Bidding,MOOE,138257.36,6,5,2022-05-09,2022-11-05,0.78,12.8,116.0,125.3,7.1,5.7,0,0,0.1652,1,0.322,0.3158,Low
PROJ-2020-0338,2020,Non-Infrastructure,PCDO,Lemery,Orchard Valley Enterprises,1,0.77,Competitive Bidding,LDRRMF,491332.82,6,8,2020-08-02,2021-01-29,0.6,11.6,105.1,107.5,4.7,6.5,1,49,0.2469,1,0.33,0.6368,Medium
PROJ-2024-0339,2024,Infrastructure,Provincial Engineering Office,Estancia,PCC Construction Corp,1,0.85,Repeat Order,MOOE,71624.85,12,9,2024-09-02,2025-08-28,0.73,16.6,127.8,135.8,4.7,3.4,1,119,0.3441,1,0.331,0.7475,High
PROJ-2022-0340,2022,Non-Infrastructure,OPPESM,Pavia,CEBU ERNBRI IMPORT INC.,1,0.71,Direct Contracting,MOOE,633484.44,6,9,2022-09-05,2023-03-04,0.65,8.8,116.0,125.3,7.1,5.7,0,0,0.2556,1,0.192,0.3311,Medium
PROJ-2022-0341,2022,Non-Infrastructure,PGENRO,Guimbal,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,1998342.84,6,4,2022-04-07,2022-10-04,0.68,10.5,116.0,125.3,7.1,5.7,1,131,0.418,0,0.0,0.7507,High
PROJ-2020-0342,2020,Non-Infrastructure,Provincial Agriculture Office,Maasin,N/A,0,0.5,Repeat Order,General Fund,756834.83,6,12,2020-12-10,2021-06-08,0.62,2.3,105.1,107.5,4.7,6.5,0,0,0.2184,0,0.0,0.3643,Medium
PROJ-2023-0343,2023,Non-Infrastructure,OPPESM,Sara,N/A,0,0.5,Repeat Order,Supplemental Budget,154697.87,6,8,2023-08-04,2024-01-31,0.65,11.6,123.1,131.0,4.7,4.8,0,0,0.2259,0,0.0,0.3088,Medium
PROJ-2018-0344,2018,Infrastructure,Provincial Agriculture Office,Balasan,Dreamer's Valley Construction,1,0.36,Competitive Bidding,SEF,247832.7,12,6,2018-06-10,2019-06-05,0.62,16.6,100.0,100.0,2.5,3.2,1,190,0.5998,1,0.141,0.8108,High
PROJ-2021-0345,2021,Non-Infrastructure,IPG-HRMDO,Banate,N/A,0,0.5,Alternative Mode (Shopping),SEF,4039739.38,6,9,2021-09-09,2022-03-08,0.7,8.8,109.8,114.0,6.2,11.3,1,102,0.409,0,0.0,0.7088,High
PROJ-2021-0346,2021,Infrastructure,PCDO,San Joaquin,Iloilo New Agri-Industrial Marketing,1,0.44,Competitive Bidding,Supplemental Budget,12675812.04,12,5,2021-05-02,2022-04-27,0.6,16.6,109.8,114.0,6.2,11.3,1,270,0.8122,1,0.106,0.8396,Critical
PROJ-2018-0347,2018,Non-Infrastructure,PSWDO,Calinog,CEBU ERNBRI IMPORT INC.,1,0.71,Competitive Bidding,Trust Fund,45842.57,6,10,2018-10-03,2019-04-01,0.75,6.1,100.0,100.0,2.5,3.2,0,0,0.1018,1,0.052,0.3111,Low
PROJ-2025-0348,2025,Non-Infrastructure,PSWDO,Lambunao,N/A,0,0.5,Direct Contracting,General Fund,10007.88,6,6,2025-06-13,2025-12-10,0.75,14.3,132.5,139.2,0.0,0.0,0,0,0.1121,0,0.0,0.3143,Low
PROJ-2019-0349,2019,Infrastructure,HMO,Banate,CEBU ERNBRI IMPORT INC.,1,0.71,Direct Contracting,HFEP,3527347.11,12,1,2019-01-13,2020-01-08,0.7,16.6,102.5,103.2,2.6,4.3,1,144,0.619,0,0.0,0.7428,High
PROJ-2022-0350,2022,Non-Infrastructure,HMO,Igbaras,N/A,0,0.5,Direct Contracting,MOOE,8249616.42,6,8,2022-08-12,2023-02-08,0.7,11.6,116.0,125.3,7.1,5.7,1,28,0.5113,0,0.0,0.6408,High
PROJ-2017-0351,2017,Non-Infrastructure,HMO,Lemery,N/A,0,0.5,Alternative Mode (Shopping),Supplemental Budget,149063.74,6,4,2017-04-04,2017-10-01,0.7,10.5,97.7,98.5,2.3,1.5,0,0,0.2086,0,0.0,0.3556,Medium
PROJ-2022-0352,2022,Non-Infrastructure,Provincial Agriculture Office,Balasan,N/A,0,0.5,Repeat Order,Supplemental Budget,9146900.52,6,6,2022-06-12,2022-12-09,0.62,14.3,116.0,125.3,7.1,5.7,0,0,0.491,1,0.089,0.3402,Medium
PROJ-2022-0353,2022,Infrastructure,Provincial Agriculture Office,Zarraga,Dreamer's Valley Construction,1,0.36,Competitive Bidding,GAD Fund,121614.33,12,4,2022-04-11,2023-04-06,0.62,16.6,116.0,125.3,7.1,5.7,0,0,0.5498,1,0.346,0.5223,High
PROJ-2019-0354,2019,Non-Infrastructure,IPG-HRMDO,Cabatuan,N/A,0,0.5,Alternative Mode (Shopping),GAD Fund,53857.66,6,1,2019-01-02,2019-07-01,0.7,2.8,102.5,103.2,2.6,4.3,0,0,0.103,0,0.0,0.3131,Low
PROJ-2017-0355,2017,Infrastructure,PGENRO,Guimbal,Dreamer's Valley Construction,1,0.36,Competitive Bidding,Supplemental Budget,838819.02,12,4,2017-04-07,2018-04-02,0.68,16.6,97.7,98.5,2.3,1.5,0,0,0.6476,0,0.0,0.3929,High
PROJ-2016-0356,2016,Non-Infrastructure,PCDO,Oton,CEBU ERNBRI IMPORT INC.,1,0.71,Alternative Mode (Shopping),GAD Fund,722077.2,6,10,2016-10-02,2017-03-31,0.6,6.1,94.5,96.0,3.2,2.5,0,0,0.214,0,0.0,0.3135,Medium
PROJ-2018-0357,2018,Non-Infrastructure,Provincial Agriculture Office,San Joaquin,N/A,0,0.5,Alternative Mode (Negotiated),GAD Fund,489475.07,6,3,2018-03-07,2018-09-03,0.62,7.8,100.0,100.0,2.5,3.2,0,0,0.2583,0,0.0,0.2718,Medium
PROJ-2019-0358,2019,Infrastructure,Provincial Engineering Office,Zarraga,Island Builders Corporation,1,0.61,Competitive Bidding,SEF,1480844.23,12,5,2019-05-12,2020-05-06,0.73,16.6,102.5,103.2,2.6,4.3,1,245,0.5983,1,0.208,0.7956,High
PROJ-2025-0359,2025,Infrastructure,HMO,Igbaras,Island Builders Corporation,1,0.61,Alternative Mode (Shopping),20% NTA,141030.16,12,7,2025-07-12,2026-07-07,0.7,16.6,132.5,139.2,0.0,0.0,0,0,0.4023,1,0.126,0.3972,Medium
PROJ-2016-0360,2016,Non-Infrastructure,Provincial Agriculture Office,San Dionisio,Conquest Construction Supply,1,0.79,Alternative Mode (Shopping),MOOE,4142419.24,6,8,2016-08-11,2017-02-07,0.62,11.6,94.5,96.0,3.2,2.5,1,113,0.35,1,0.163,0.6735,Medium
PROJ-2017-0361,2017,Infrastructure,IPG/HMO,Banate,PCC Construction Corp,1,0.85,Alternative Mode (Negotiated),MOOE,1763402.55,12,3,2017-03-03,2018-02-26,0.67,16.6,97.7,98.5,2.3,1.5,1,205,0.5361,1,0.247,0.7767,High
PROJ-2024-0362,2024,Infrastructure,IPG/HMO,Guimbal,A. Maquiling Construction and Supply,1,0.71,Alternative Mode (Shopping),LDRRMF,4662744.82,12,1,2024-01-06,2024-12-31,0.67,16.6,127.8,135.8,4.7,3.4,1,222,0.749,1,0.222,0.8127,Critical
PROJ-2019-0363,2019,Infrastructure,Provincial Engineering Office,Sta. Barbara,Island Builders Corporation,1,0.61,Alternative Mode (Shopping),Special Budget,610759.32,12,5,2019-05-13,2020-05-07,0.73,16.6,102.5,103.2,2.6,4.3,1,255,0.5353,1,0.15,0.8027,High
PROJ-2021-0364,2021,Infrastructure,Provincial Planning Office,Lemery,3rd Dragon Builders Innovation,1,0.92,Alternative Mode (Shopping),Supplemental Budget,4521867.73,12,6,2021-06-03,2022-05-29,0.82,16.6,109.8,114.0,6.2,11.3,1,77,0.6086,1,0.104,0.7855,High
PROJ-2020-0365,2020,Non-Infrastructure,PCDO,Pavia,Golden West Engineering,1,0.66,Alternative Mode (Shopping),GAD Fund,81697.56,6,1,2020-01-12,2020-07-10,0.6,2.8,105.1,107.5,4.7,6.5,0,0,0.1097,0,0.0,0.3403,Low
PROJ-2020-0366,2020,Infrastructure,IPG/HMO,Barotac Viejo,Dreamer's Valley Construction,1,0.36,Alternative Mode (Negotiated),HFEP,763474.68,12,2,2020-02-07,2021-02-01,0.67,16.6,105.1,107.5,4.7,6.5,1,143,0.6532,1,0.301,0.7618,High
PROJ-2021-0367,2021,Infrastructure,Provincial Agriculture Office,Alimodian,Juantong Agri-Ventures Trading,1,0.57,Alternative Mode (Negotiated),GAD Fund,1957982.66,12,7,2021-07-06,2022-07-01,0.62,16.6,109.8,114.0,6.2,11.3,0,0,0.6581,0,0.0,0.5241,High
PROJ-2022-0368,2022,Non-Infrastructure,Provincial Planning Office,Barotac Viejo,RS AGRO INDUSTRIAL Corporation,1,0.44,Alternative Mode (Negotiated),HFEP,79020.88,6,2,2022-02-01,2022-07-31,0.82,5.0,116.0,125.3,7.1,5.7,0,0,0.1317,1,0.289,0.3395,Low
PROJ-2018-0369,2018,Infrastructure,ICTMO,Lambunao,PACEMCO Construction,1,0.93,Competitive Bidding,GAD Fund,26764.6,12,5,2018-05-11,2019-05-06,0.78,16.6,100.0,100.0,2.5,3.2,0,0,0.2529,0,0.0,0.3642,Medium
PROJ-2019-0370,2019,Infrastructure,HMO,Passi City,Orchard Valley Enterprises,1,0.77,Repeat Order,MOOE,314510.06,12,11,2019-11-05,2020-10-30,0.7,16.6,102.5,103.2,2.6,4.3,0,0,0.4683,1,0.111,0.4331,Medium
PROJ-2019-0371,2019,Non-Infrastructure,Provincial Accountant's Office,Batad,N/A,0,0.5,Alternative Mode (Negotiated),Special Budget,193120.77,6,11,2019-11-02,2020-04-30,0.8,3.8,102.5,103.2,2.6,4.3,0,0,0.1436,0,0.0,0.343,Low
PROJ-2025-0372,2025,Non-Infrastructure,PCDO,Anilao,N/A,0,0.5,Competitive Bidding,General Fund,10000.0,6,8,2025-08-06,2026-02-02,0.6,11.6,132.5,139.2,0.0,0.0,0,0,0.1401,0,0.0,0.3061,Low
PROJ-2020-0373,2020,Non-Infrastructure,OLEDIPO,Calinog,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,505627.48,6,5,2020-05-06,2020-11-02,0.55,12.8,105.1,107.5,4.7,6.5,0,0,0.3241,1,0.167,0.3323,Medium
PROJ-2020-0374,2020,Infrastructure,Provincial Engineering Office,Ajuy,PACEMCO Construction,1,0.93,Alternative Mode (Shopping),20% NTA,1013482.46,12,9,2020-09-05,2021-08-31,0.73,16.6,105.1,107.5,4.7,6.5,0,0,0.5171,1,0.129,0.4629,Medium
PROJ-2025-0375,2025,Infrastructure,ICTMO,Dingle,Panay Construction Services,1,0.53,Alternative Mode (Shopping),GAD Fund,852999.13,12,6,2025-06-10,2026-06-05,0.78,16.6,132.5,139.2,0.0,0.0,0,0,0.5466,1,0.164,0.4099,Medium
PROJ-2022-0376,2022,Non-Infrastructure,Provincial Planning Office,Maasin,N/A,0,0.5,Repeat Order,Special Budget,1392544.89,6,8,2022-08-12,2023-02-08,0.82,11.6,116.0,125.3,7.1,5.7,1,46,0.3727,1,0.294,0.6968,High
PROJ-2022-0377,2022,Non-Infrastructure,PHO,Calinog,N/A,0,0.5,Alternative Mode (Shopping),Special Budget,1417373.92,6,9,2022-09-03,2023-03-02,0.72,8.8,116.0,125.3,7.1,5.7,0,0,0.3574,0,0.0,0.3091,Medium
PROJ-2016-0378,2016,Non-Infrastructure,OPPESM,Janiuay,N/A,0,0.5,Alternative Mode (Shopping),Special Budget,19485345.19,6,1,2016-01-07,2016-07-05,0.65,2.8,94.5,96.0,3.2,2.5,0,0,0.3578,1,0.112,0.3019,Medium
PROJ-2017-0379,2017,Infrastructure,Provincial Engineering Office,Oton,RS AGRO INDUSTRIAL Corporation,1,0.44,Alternative Mode (Negotiated),SEF,10000.0,12,7,2017-07-09,2018-07-04,0.73,16.6,97.7,98.5,2.3,1.5,1,66,0.3832,1,0.097,0.7208,High
PROJ-2018-0380,2018,Non-Infrastructure,PSWDO,Balasan,N/A,0,0.5,Alternative Mode (Shopping),Special Budget,10000.0,6,8,2018-08-04,2019-01-31,0.75,11.6,100.0,100.0,2.5,3.2,0,0,0.1593,0,0.0,0.2782,Low
PROJ-2018-0381,2018,Non-Infrastructure,OPPESM,Zarraga,N/A,0,0.5,Alternative Mode (Shopping),General Fund,95417.77,6,7,2018-07-07,2019-01-03,0.65,13.8,100.0,100.0,2.5,3.2,0,0,0.214,0,0.0,0.2865,Low
PROJ-2018-0382,2018,Infrastructure,Provincial Engineering Office,Bingawan,Visayan Construction Group,1,0.52,Competitive Bidding,Trust Fund,2315236.39,12,4,2018-04-14,2019-04-09,0.73,16.6,100.0,100.0,2.5,3.2,1,117,0.6517,1,0.337,0.7506,High
PROJ-2016-0383,2016,Non-Infrastructure,PSWDO,Lemery,N/A,0,0.5,Alternative Mode (Shopping),MOOE,25160758.59,6,6,2016-06-12,2016-12-09,0.75,14.3,94.5,96.0,3.2,2.5,0,0,0.5098,0,0.0,0.3426,Medium
PROJ-2022-0384,2022,Non-Infrastructure,PHO,Pavia,N/A,0,0.5,Repeat Order,20% NTA,4608431.9,6,4,2022-04-09,2022-10-06,0.72,10.5,116.0,125.3,7.1,5.7,1,75,0.4615,1,0.16,0.7242,High
PROJ-2020-0385,2020,Infrastructure,PGENRO,San Enrique,CEBU ERNBRI IMPORT INC.,1,0.71,Alternative Mode (Negotiated),Special Budget,165736.82,12,5,2020-05-13,2021-05-08,0.68,16.6,105.1,107.5,4.7,6.5,1,284,0.4918,1,0.258,0.7874,High
PROJ-2017-0386,2017,Infrastructure,Provincial Engineering Office,Bingawan,Juantong Agri-Ventures Trading,1,0.57,Direct Contracting,HFEP,9034621.76,12,7,2017-07-12,2018-07-07,0.73,16.6,97.7,98.5,2.3,1.5,1,92,0.7369,1,0.144,0.7205,High
PROJ-2017-0387,2017,Infrastructure,PHO,Cabatuan,RMKP Construction,1,0.87,Repeat Order,General Fund,5972821.57,12,6,2017-06-11,2018-06-06,0.72,16.6,97.7,98.5,2.3,1.5,0,0,0.6292,0,0.0,0.4019,High
PROJ-2023-0388,2023,Infrastructure,Provincial Agriculture Office,San Dionisio,RS AGRO INDUSTRIAL Corporation,1,0.44,Alternative Mode (Shopping),HFEP,12054946.23,12,7,2023-07-13,2024-07-07,0.62,16.6,123.1,131.0,4.7,4.8,1,132,0.8165,1,0.251,0.7741,Critical
PROJ-2019-0389,2019,Non-Infrastructure,Provincial Accountant's Office,San Joaquin,N/A,0,0.5,Repeat Order,Trust Fund,1735583.95,6,6,2019-06-06,2019-12-03,0.8,14.3,102.5,103.2,2.6,4.3,0,0,0.3357,0,0.0,0.3124,Medium
PROJ-2021-0390,2021,Non-Infrastructure,PCDO,Tigbauan,N/A,0,0.5,Alternative Mode (Shopping),Special Budget,60966.02,6,7,2021-07-08,2022-01-04,0.6,13.8,109.8,114.0,6.2,11.3,0,0,0.2139,0,0.0,0.3432,Medium
