project_id,quarter,total_quarters,planned_progress_pct,actual_progress_pct,slippage_pct,planned_expenditure,actual_expenditure,expenditure_ratio,issues_count,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly
PROJ-2019-0650,2,2,100.0,99.9,0.1,510674.47,536911.64,1.0514,6,956.0,11.6,102.77,104.23
PROJ-2020-0651,1,2,50.0,44.49,5.51,196766.61,198417.74,0.5042,3,290.0,1.2,104.1,108.14
PROJ-2020-0651,2,2,100.0,100.0,0.0,393533.21,440832.86,1.1202,2,91.7,0.7,104.35,108.38
PROJ-2019-0652,1,2,50.0,29.15,20.85,7823.4,7727.85,0.4939,5,836.0,2.6,101.39,102.35
PROJ-2019-0652,2,2,100.0,81.33,18.67,15646.8,16763.74,1.0714,1,169.6,1.2,102.13,102.88
PROJ-2016-0653,1,2,50.0,33.0,17.0,5000.0,5548.59,0.5549,2,943.5,8.6,93.67,91.65
PROJ-2016-0653,2,2,100.0,95.8,4.2,10000.0,11534.79,1.1535,4,929.8,6.2,93.75,96.08
PROJ-2021-0654,1,2,50.0,45.15,4.85,18996.22,16601.42,0.437,1,148.7,0.4,108.45,112.95
PROJ-2021-0654,2,2,100.0,100.0,0.0,37992.45,38478.57,1.0128,2,573.6,1.9,109.42,114.67
PROJ-2020-0655,1,2,50.0,30.95,19.05,43823.74,44400.04,0.5066,2,171.7,0.4,103.18,108.5
PROJ-2020-0655,2,2,100.0,100.0,0.0,87647.47,93948.23,1.0719,2,685.2,5.2,105.05,106.05
PROJ-2018-0656,1,4,25.0,18.83,6.17,64445.46,62557.23,0.2427,3,1220.2,8.5,98.7,98.45
PROJ-2018-0656,2,4,50.0,56.48,-6.48,128890.91,127841.44,0.4959,4,632.6,5.3,99.54,101.92
PROJ-2018-0656,3,4,75.0,98.97,-23.97,193336.36,200761.36,0.7788,4,115.0,0.5,100.45,100.91
PROJ-2018-0656,4,4,100.0,98.97,1.03,257781.82,262578.73,1.0186,1,448.9,2.0,100.51,97.06
PROJ-2022-0657,1,4,25.0,25.17,-0.17,11638.99,11760.84,0.2526,3,455.6,1.9,114.84,122.15
PROJ-2022-0657,2,4,50.0,34.23,15.77,23277.99,23125.53,0.4967,6,1041.8,9.6,117.07,126.45
PROJ-2022-0657,3,4,75.0,76.41,-1.41,34916.98,37974.18,0.8157,5,749.0,5.5,115.65,123.92
PROJ-2022-0657,4,4,100.0,100.0,0.0,46555.97,47133.44,1.0124,4,119.4,0.4,117.67,126.66
PROJ-2025-0658,1,2,50.0,46.69,3.31,25787.37,25361.23,0.4917,7,696.3,5.2,132.84,138.89
PROJ-2025-0658,2,2,100.0,98.76,1.24,51574.74,48555.66,0.9415,3,115.7,0.7,133.18,141.06
PROJ-2023-0659,1,4,25.0,22.82,2.18,5990.78,5691.67,0.2375,3,1124.4,8.5,121.99,131.71
PROJ-2023-0659,2,4,50.0,49.71,0.29,11981.57,12169.74,0.5079,4,653.0,7.9,122.46,129.59
PROJ-2023-0659,3,4,75.0,49.71,25.29,17972.35,19003.01,0.793,4,139.4,0.9,123.22,131.6
PROJ-2023-0659,4,4,100.0,92.07,7.93,23963.13,25058.88,1.0457,1,651.6,1.4,123.57,131.4
PROJ-2019-0660,1,2,50.0,10.62,39.38,122141.74,138736.47,0.5679,5,1281.1,10.9,102.19,103.91
PROJ-2019-0660,2,2,100.0,79.82,20.18,244283.48,300838.01,1.2315,4,334.4,3.0,102.24,104.8
PROJ-2017-0661,1,4,25.0,32.5,-7.5,39893.06,43236.59,0.271,1,395.8,2.3,97.39,97.4
PROJ-2017-0661,2,4,50.0,51.41,-1.41,79786.11,93236.83,0.5843,2,112.9,0.1,98.87,99.83
PROJ-2017-0661,3,4,75.0,51.91,23.09,119679.17,143132.5,0.897,6,845.4,5.0,96.12,97.44
PROJ-2017-0661,4,4,100.0,57.49,42.51,159572.22,202445.95,1.2687,3,1134.3,9.7,98.32,98.8
PROJ-2023-0662,1,2,50.0,15.12,34.88,12732.25,12216.84,0.4798,3,1092.6,8.0,121.86,130.85
PROJ-2023-0662,2,2,100.0,94.34,5.66,25464.49,25218.93,0.9904,4,357.9,3.0,124.42,130.97
PROJ-2021-0663,1,4,25.0,37.69,-12.69,13100.29,13727.96,0.262,2,237.6,1.3,107.99,115.3
PROJ-2021-0663,2,4,50.0,50.48,-0.48,26200.58,27926.27,0.5329,3,320.2,1.1,109.15,112.17
PROJ-2021-0663,3,4,75.0,62.5,12.5,39300.87,42757.26,0.816,7,1082.0,8.2,109.44,113.12
PROJ-2021-0663,4,4,100.0,100.0,0.0,52401.16,55143.55,1.0523,5,607.0,9.1,111.62,113.47
PROJ-2025-0664,1,4,25.0,3.9,21.1,12294.05,10837.2,0.2204,0,105.0,0.8,132.24,137.75
PROJ-2025-0664,2,4,50.0,26.74,23.26,24588.1,23987.26,0.4878,0,480.6,2.1,132.28,137.17
PROJ-2025-0664,3,4,75.0,44.68,30.32,36882.16,38649.15,0.7859,5,860.7,8.4,130.7,138.56
PROJ-2025-0664,4,4,100.0,93.73,6.27,49176.21,50227.8,1.0214,0,541.1,3.0,134.2,139.97
PROJ-2025-0665,1,2,50.0,37.69,12.31,369896.18,358180.0,0.4842,4,612.3,5.0,130.88,136.21
PROJ-2025-0665,2,2,100.0,93.33,6.67,739792.36,765069.68,1.0342,0,104.9,0.6,131.68,140.14
PROJ-2021-0666,1,2,50.0,47.96,2.04,41221.97,41965.23,0.509,1,197.7,1.6,108.57,113.61
PROJ-2021-0666,2,2,100.0,100.0,0.0,82443.95,81810.22,0.9923,2,265.3,0.8,108.41,112.86
PROJ-2019-0667,1,4,25.0,31.72,-6.72,14044.34,14743.15,0.2624,1,162.8,1.2,100.8,101.93
PROJ-2019-0667,2,4,50.0,57.63,-7.63,28088.69,34778.94,0.6191,0,267.1,0.8,102.05,102.7
PROJ-2019-0667,3,4,75.0,82.15,-7.15,42133.03,52123.36,0.9278,5,978.3,7.0,102.5,103.71
PROJ-2019-0667,4,4,100.0,82.15,17.85,56177.38,75141.93,1.3376,3,870.2,5.8,103.37,104.12
PROJ-2023-0668,1,4,25.0,14.89,10.11,111283.76,114652.52,0.2576,3,425.5,3.7,123.04,131.1
PROJ-2023-0668,2,4,50.0,50.4,-0.4,222567.52,262758.79,0.5903,6,136.6,0.6,122.71,130.8
PROJ-2023-0668,3,4,75.0,56.54,18.46,333851.28,407690.18,0.9159,5,990.4,7.4,122.41,130.29
PROJ-2023-0668,4,4,100.0,86.86,13.14,445135.04,562226.57,1.263,5,1219.6,5.4,124.98,133.9
PROJ-2020-0669,1,2,50.0,69.41,-19.41,8434.52,8781.01,0.5205,1,195.0,1.3,103.75,106.4
PROJ-2020-0669,2,2,100.0,79.45,20.55,16869.04,16981.61,1.0067,3,256.3,0.9,104.96,109.34
PROJ-2016-0670,1,2,50.0,31.8,18.2,5104.41,5193.23,0.5087,3,942.3,8.2,95.12,95.74
PROJ-2016-0670,2,2,100.0,75.54,24.46,10208.83,11147.14,1.0919,2,234.0,1.5,93.62,96.56
PROJ-2016-0671,1,4,25.0,30.89,-5.89,2500.0,2420.42,0.242,1,193.4,1.1,94.52,97.97
PROJ-2016-0671,2,4,50.0,53.25,-3.25,5000.0,5242.18,0.5242,4,1168.1,6.2,93.55,96.15
PROJ-2016-0671,3,4,75.0,73.42,1.58,7500.0,7245.5,0.7246,5,868.8,7.7,93.99,96.44
PROJ-2016-0671,4,4,100.0,100.0,0.0,10000.0,10487.81,1.0488,1,164.9,1.0,94.8,96.58
PROJ-2016-0672,1,2,50.0,42.5,7.5,149903.55,152988.13,0.5103,0,150.7,0.5,93.96,95.58
PROJ-2016-0672,2,2,100.0,92.5,7.5,299807.11,289457.54,0.9655,1,965.7,2.8,93.09,95.9
PROJ-2023-0673,1,4,25.0,32.11,-7.11,20172.89,23633.92,0.2929,6,864.5,5.0,122.01,130.63
PROJ-2023-0673,2,4,50.0,32.11,17.89,40345.79,44748.44,0.5546,4,1124.2,11.2,121.94,131.48
PROJ-2023-0673,3,4,75.0,73.78,1.22,60518.68,64384.62,0.7979,3,358.4,2.6,124.56,131.35
PROJ-2023-0673,4,4,100.0,73.78,26.22,80691.57,85741.25,1.0626,2,106.0,0.4,123.62,131.02
PROJ-2021-0674,1,2,50.0,53.11,-3.11,210978.95,243267.21,0.5765,5,1223.7,8.0,108.57,113.09
PROJ-2021-0674,2,2,100.0,82.78,17.22,421957.89,540771.73,1.2816,0,389.0,3.5,109.55,114.65
PROJ-2018-0675,1,2,50.0,51.03,-1.03,364203.03,337501.3,0.4633,4,143.6,0.4,99.99,100.32
PROJ-2018-0675,2,2,100.0,100.0,0.0,728406.06,758843.55,1.0418,2,814.1,4.5,98.84,100.41
PROJ-2021-0676,1,2,50.0,37.66,12.34,109869.78,111999.6,0.5097,0,743.8,3.2,109.43,111.72
PROJ-2021-0676,2,2,100.0,95.62,4.38,219739.56,230994.57,1.0512,0,153.5,0.9,109.59,114.32
PROJ-2022-0677,1,4,25.0,24.26,0.74,5664.8,5679.88,0.2507,4,699.3,7.3,115.95,125.74
PROJ-2022-0677,2,4,50.0,30.64,19.36,11329.6,12699.77,0.5605,4,118.7,0.7,114.81,123.47
PROJ-2022-0677,3,4,75.0,89.37,-14.37,16994.41,20991.56,0.9264,1,514.4,2.2,114.62,125.53
PROJ-2022-0677,4,4,100.0,100.0,0.0,22659.21,29605.83,1.3066,6,1195.2,8.0,116.51,128.84
PROJ-2025-0678,1,2,50.0,60.08,-10.08,90929.18,93923.4,0.5165,7,717.5,5.0,131.86,139.59
PROJ-2025-0678,2,2,100.0,73.41,26.59,181858.35,192305.06,1.0574,5,927.5,8.8,131.67,138.43
PROJ-2024-0679,1,4,25.0,30.97,-5.97,39124.47,46950.17,0.3,0,124.7,0.6,128.56,134.83
PROJ-2024-0679,2,4,50.0,43.66,6.34,78248.94,86310.04,0.5515,1,515.6,1.9,127.33,137.93
PROJ-2024-0679,3,4,75.0,49.92,25.08,117373.41,136912.35,0.8749,6,998.6,9.0,128.58,135.8
PROJ-2024-0679,4,4,100.0,87.23,12.77,156497.88,177147.43,1.1319,3,778.6,4.6,129.16,136.91
PROJ-2025-0680,1,2,50.0,75.61,-25.61,20475.42,21426.98,0.5232,3,676.9,5.9,132.5,140.81
PROJ-2025-0680,2,2,100.0,87.33,12.67,40950.83,40315.09,0.9845,1,113.5,0.8,133.08,140.72
PROJ-2019-0681,1,2,50.0,78.34,-28.34,49388.8,53185.37,0.5384,4,720.7,5.7,101.87,101.86
PROJ-2019-0681,2,2,100.0,100.0,0.0,98777.6,118637.49,1.2011,1,111.0,0.9,101.04,102.65
PROJ-2023-0682,1,2,50.0,55.27,-5.27,52079.17,52009.32,0.4993,0,207.8,0.5,123.58,127.8
PROJ-2023-0682,2,2,100.0,100.0,0.0,104158.34,110072.14,1.0568,4,1246.8,8.7,121.96,131.89
PROJ-2020-0683,1,4,25.0,2.44,22.56,13658.26,14284.33,0.2615,0,571.3,2.7,104.46,106.73
PROJ-2020-0683,2,4,50.0,47.01,2.99,27316.52,29650.8,0.5427,7,979.0,8.8,105.19,106.6
PROJ-2020-0683,3,4,75.0,71.56,3.44,40974.78,46275.54,0.847,1,588.1,8.2,106.13,109.13
PROJ-2020-0683,4,4,100.0,100.0,0.0,54633.04,63780.93,1.1674,2,146.4,0.6,105.88,107.21
PROJ-2018-0684,1,4,25.0,54.03,-29.03,4860.02,5111.48,0.2629,3,107.0,0.4,98.67,98.51
PROJ-2018-0684,2,4,50.0,54.03,-4.03,9720.03,9827.6,0.5055,2,470.4,1.2,100.83,99.94
PROJ-2018-0684,3,4,75.0,67.65,7.35,14580.05,14767.08,0.7596,4,1079.0,6.7,99.55,100.29
PROJ-2018-0684,4,4,100.0,100.0,0.0,19440.06,20941.87,1.0773,4,716.3,4.0,100.11,102.33
PROJ-2019-0685,1,2,50.0,44.06,5.94,61558.62,66777.23,0.5424,2,195.3,1.5,101.5,100.2
PROJ-2019-0685,2,2,100.0,64.29,35.71,123117.25,150421.34,1.2218,1,249.3,0.9,100.14,102.96
PROJ-2021-0686,1,4,25.0,29.72,-4.72,19507.52,18332.11,0.2349,0,113.6,0.3,109.18,112.21
PROJ-2021-0686,2,4,50.0,44.41,5.59,39015.04,40744.18,0.5222,3,803.6,4.8,109.62,114.85
PROJ-2021-0686,3,4,75.0,81.68,-6.68,58522.55,62560.31,0.8017,3,861.3,10.9,108.66,115.0
PROJ-2021-0686,4,4,100.0,100.0,0.0,78030.07,84675.3,1.0852,0,356.6,2.7,109.88,116.43
PROJ-2017-0687,1,2,50.0,51.27,-1.27,141575.94,143622.25,0.5072,0,102.4,0.6,97.34,96.26
PROJ-2017-0687,2,2,100.0,69.41,30.59,283151.88,294686.32,1.0407,5,872.8,4.8,97.56,98.97
PROJ-2020-0688,1,4,25.0,28.83,-3.83,90634.62,108653.7,0.2997,2,366.3,3.2,105.74,106.91
PROJ-2020-0688,2,4,50.0,49.99,0.01,181269.24,203481.65,0.5613,3,116.7,0.4,104.35,108.16
PROJ-2020-0688,3,4,75.0,81.16,-6.16,271903.86,309473.93,0.8536,2,766.5,4.0,105.37,108.32
PROJ-2020-0688,4,4,100.0,81.16,18.84,362538.48,440060.25,1.2138,5,986.2,11.2,105.3,108.14
PROJ-2016-0689,1,2,50.0,45.9,4.1,27438.99,28627.61,0.5217,3,507.1,1.9,94.61,97.01
PROJ-2016-0689,2,2,100.0,100.0,0.0,54877.99,56859.13,1.0361,3,1288.3,11.6,94.43,95.11
PROJ-2025-0690,1,4,25.0,0.0,25.0,4651.11,4823.63,0.2593,2,817.1,3.4,132.15,137.73
PROJ-2025-0690,2,4,50.0,59.23,-9.23,9302.23,9453.45,0.5081,2,1169.5,9.6,131.41,138.49
PROJ-2025-0690,3,4,75.0,78.38,-3.38,13953.34,14420.17,0.7751,3,321.7,3.7,132.32,140.92
PROJ-2025-0690,4,4,100.0,100.0,0.0,18604.45,18378.95,0.9879,4,138.6,0.5,133.18,138.98
PROJ-2025-0691,1,2,50.0,84.43,-34.43,72735.74,72989.79,0.5017,0,125.9,0.5,132.06,137.93
PROJ-2025-0691,2,2,100.0,100.0,0.0,145471.48,148819.22,1.023,3,900.8,3.1,132.55,139.19
PROJ-2025-0692,1,2,50.0,20.67,29.33,12272.98,12078.83,0.4921,3,741.7,6.9,131.66,139.17
PROJ-2025-0692,2,2,100.0,91.77,8.23,24545.96,24734.85,1.0077,1,180.0,1.0,133.42,140.64
PROJ-2023-0693,1,2,50.0,49.59,0.41,30428.97,31083.81,0.5108,1,125.1,0.7,121.78,131.6
PROJ-2023-0693,2,2,100.0,100.0,0.0,60857.95,60145.1,0.9883,1,473.3,1.9,123.91,130.76
PROJ-2020-0694,1,4,25.0,19.1,5.9,6857.68,7297.9,0.266,2,457.2,1.8,104.89,104.03
PROJ-2020-0694,2,4,50.0,51.35,-1.35,13715.35,14175.31,0.5168,3,1070.9,8.3,105.53,106.53
PROJ-2020-0694,3,4,75.0,63.18,11.82,20573.03,20389.83,0.7433,6,603.8,5.3,105.31,105.21
PROJ-2020-0694,4,4,100.0,82.33,17.67,27430.7,26664.87,0.9721,3,115.7,0.8,105.78,106.75
PROJ-2020-0695,1,2,50.0,55.51,-5.51,87398.51,97151.77,0.5558,5,287.6,4.2,103.86,105.39
PROJ-2020-0695,2,2,100.0,100.0,0.0,174797.03,196069.35,1.1217,1,125.4,0.5,103.94,106.67
PROJ-2016-0696,1,2,50.0,45.58,4.42,31697.99,31720.37,0.5004,4,1149.2,8.3,93.0,92.37
PROJ-2016-0696,2,2,100.0,86.45,13.55,63395.97,66285.39,1.0456,3,491.7,8.0,95.61,95.79
PROJ-2023-0697,1,4,25.0,21.57,3.43,87005.07,90176.17,0.2591,0,383.8,3.9,121.21,129.24
PROJ-2023-0697,2,4,50.0,54.65,-4.65,174010.14,182795.53,0.5252,0,118.5,0.5,122.32,129.47
PROJ-2023-0697,3,4,75.0,58.21,16.79,261015.2,285328.92,0.8199,5,928.9,4.3,123.25,132.16
PROJ-2023-0697,4,4,100.0,83.67,16.33,348020.27,402337.91,1.1561,3,900.2,8.3,123.81,131.5
PROJ-2021-0698,1,2,50.0,61.37,-11.37,18785.62,18599.96,0.4951,1,161.1,2.0,107.84,112.8
PROJ-2021-0698,2,2,100.0,100.0,0.0,37571.24,35802.51,0.9529,2,228.0,1.2,110.58,116.28
PROJ-2023-0699,1,2,50.0,55.41,-5.41,160071.14,143263.0,0.4475,3,909.4,6.3,121.54,130.62
PROJ-2023-0699,2,2,100.0,100.0,0.0,320142.27,320561.71,1.0013,4,391.8,4.2,121.89,130.25
PROJ-2025-0700,1,2,50.0,41.02,8.98,39550.42,36763.14,0.4648,3,395.3,3.4,132.11,138.89
PROJ-2025-0700,2,2,100.0,100.0,0.0,79100.83,81739.93,1.0334,3,126.5,0.6,133.21,138.77
PROJ-2016-0701,1,2,50.0,38.69,11.31,20263.01,18610.75,0.4592,1,601.1,2.3,93.9,96.19
PROJ-2016-0701,2,2,100.0,65.21,34.79,40526.03,43635.48,1.0767,4,1054.8,6.5,93.72,96.29
PROJ-2025-0702,1,2,50.0,29.09,20.91,10954.67,10655.25,0.4863,8,1327.7,7.9,130.65,137.47
PROJ-2025-0702,2,2,100.0,89.2,10.8,21909.33,21087.5,0.9625,6,891.9,8.2,131.65,138.58
PROJ-2017-0703,1,2,50.0,37.67,12.33,5000.0,5019.19,0.5019,6,1204.0,3.8,98.02,98.04
PROJ-2017-0703,2,2,100.0,82.22,17.78,10000.0,10112.91,1.0113,5,614.6,4.6,98.13,98.93
PROJ-2018-0704,1,4,25.0,21.08,3.92,27224.72,30603.78,0.281,5,1064.7,7.9,98.32,100.83
PROJ-2018-0704,2,4,50.0,42.03,7.97,54449.43,63542.23,0.5835,3,210.8,2.0,100.15,99.97
PROJ-2018-0704,3,4,75.0,56.16,18.84,81674.15,99278.64,0.9117,2,255.0,1.3,99.21,99.99
PROJ-2018-0704,4,4,100.0,100.0,0.0,108898.86,133434.48,1.2253,3,825.3,7.3,102.09,99.48
PROJ-2024-0705,1,2,50.0,46.39,3.61,5000.0,5593.42,0.5593,4,1150.9,8.8,126.21,132.32
PROJ-2024-0705,2,2,100.0,100.0,0.0,10000.0,10158.46,1.0158,4,716.6,5.4,128.25,138.08
PROJ-2021-0706,1,2,50.0,75.91,-25.91,65935.15,76576.53,0.5807,0,376.2,3.1,109.71,112.97
PROJ-2021-0706,2,2,100.0,88.33,11.67,131870.3,173175.48,1.3132,0,116.5,0.9,108.69,113.68
PROJ-2023-0707,1,4,25.0,19.08,5.92,18745.88,15420.24,0.2056,3,998.0,8.2,123.38,129.79
PROJ-2023-0707,2,4,50.0,61.43,-11.43,37491.77,36016.52,0.4803,4,630.2,6.6,123.08,130.97
PROJ-2023-0707,3,4,75.0,65.73,9.27,56237.65,54016.2,0.7204,2,128.5,0.7,123.75,132.59
PROJ-2023-0707,4,4,100.0,100.0,0.0,74983.54,74118.98,0.9885,3,598.1,1.0,125.07,130.44
PROJ-2018-0708,1,4,25.0,34.57,-9.57,499348.87,556663.95,0.2787,2,108.1,0.5,99.72,100.21
PROJ-2018-0708,2,4,50.0,60.48,-10.48,998697.74,1192904.56,0.5972,0,527.2,1.6,100.27,99.44
PROJ-2018-0708,3,4,75.0,60.48,14.52,1498046.62,1854576.14,0.9285,6,664.3,8.2,99.57,102.05
PROJ-2018-0708,4,4,100.0,60.48,39.52,1997395.49,2649111.97,1.3263,7,516.5,5.4,100.29,103.47
PROJ-2016-0709,1,2,50.0,65.21,-15.21,82186.15,78224.39,0.4759,2,156.0,1.9,94.78,94.7
PROJ-2016-0709,2,2,100.0,100.0,0.0,164372.29,159216.54,0.9686,9,247.6,0.8,95.61,95.33
PROJ-2023-0710,1,4,25.0,21.62,3.38,2645.65,2497.25,0.236,3,432.7,7.1,121.24,130.04
PROJ-2023-0710,2,4,50.0,36.8,13.2,5291.3,6064.91,0.5731,3,110.3,0.5,122.94,129.82
PROJ-2023-0710,3,4,75.0,65.25,9.75,7936.95,9107.54,0.8606,0,412.7,2.1,122.75,132.09
PROJ-2023-0710,4,4,100.0,98.74,1.26,10582.6,12216.97,1.1544,1,1468.7,3.7,123.56,132.12
PROJ-2016-0711,1,2,50.0,16.66,33.34,83409.6,84937.86,0.5092,0,92.9,0.6,94.46,94.94
PROJ-2016-0711,2,2,100.0,100.0,0.0,166819.2,176082.0,1.0555,3,567.9,3.2,95.02,94.89
PROJ-2021-0712,1,4,25.0,16.92,8.08,66106.85,70392.05,0.2662,3,977.1,8.6,108.93,114.89
PROJ-2021-0712,2,4,50.0,42.33,7.67,132213.7,157039.14,0.5939,1,383.2,2.7,109.38,113.48
PROJ-2021-0712,3,4,75.0,80.17,-5.17,198320.54,252397.82,0.9545,1,103.7,0.4,110.23,114.23
PROJ-2021-0712,4,4,100.0,88.78,11.22,264427.39,360690.3,1.364,4,946.9,4.1,109.79,114.86
PROJ-2019-0713,1,2,50.0,56.94,-6.94,82821.81,88879.37,0.5366,3,222.9,1.0,101.03,103.06
PROJ-2019-0713,2,2,100.0,87.98,12.02,165643.62,190946.41,1.1528,4,1202.8,8.1,102.6,105.77
PROJ-2022-0714,1,4,25.0,21.56,3.44,4525.14,5086.2,0.281,3,1267.3,10.0,114.37,124.84
PROJ-2022-0714,2,4,50.0,65.01,-15.01,9050.28,9632.95,0.5322,4,566.6,4.8,116.04,123.76
PROJ-2022-0714,3,4,75.0,65.01,9.99,13575.42,14381.61,0.7945,4,121.5,0.9,115.9,127.37
PROJ-2022-0714,4,4,100.0,100.0,0.0,18100.56,17429.39,0.9629,1,554.6,2.1,117.55,127.86
PROJ-2023-0715,1,2,50.0,45.75,4.25,6859.12,7564.79,0.5514,4,868.9,9.5,123.5,129.68
PROJ-2023-0715,2,2,100.0,82.84,17.16,13718.24,14898.72,1.0861,1,226.6,2.2,121.49,130.79
PROJ-2024-0716,1,2,50.0,59.67,-9.67,47659.58,51913.24,0.5446,0,148.7,1.8,127.86,132.43
PROJ-2024-0716,2,2,100.0,100.0,0.0,95319.16,111419.02,1.1689,1,292.6,0.6,129.71,134.2
PROJ-2017-0717,1,4,25.0,27.02,-2.02,161532.39,159208.62,0.2464,3,152.1,0.7,97.54,98.42
PROJ-2017-0717,2,4,50.0,59.22,-9.22,323064.77,380788.71,0.5893,1,590.0,1.8,97.07,95.35
PROJ-2017-0717,3,4,75.0,85.73,-10.73,484597.16,594360.94,0.9199,4,1248.8,9.9,98.33,99.92
PROJ-2017-0717,4,4,100.0,100.0,0.0,646129.54,878311.28,1.3593,4,655.7,8.9,99.29,96.84
PROJ-2020-0718,1,4,25.0,15.17,9.83,55067.63,53880.1,0.2446,0,488.2,2.1,102.41,106.12
PROJ-2020-0718,2,4,50.0,34.74,15.26,110135.26,124057.76,0.5632,2,1316.4,12.9,104.01,108.31
PROJ-2020-0718,3,4,75.0,82.63,-7.63,165202.88,199486.65,0.9056,1,636.5,7.1,105.32,110.41
PROJ-2020-0718,4,4,100.0,100.0,0.0,220270.51,292609.47,1.3284,3,113.5,0.7,105.69,107.92
PROJ-2016-0719,1,2,50.0,58.95,-8.95,5000.0,5051.94,0.5052,3,405.9,2.8,94.69,93.57
PROJ-2016-0719,2,2,100.0,84.18,15.82,10000.0,10561.64,1.0562,6,1271.4,8.3,94.54,95.38
PROJ-2021-0720,1,2,50.0,53.62,-3.62,100298.73,104295.43,0.5199,3,275.0,1.2,109.11,115.79
PROJ-2021-0720,2,2,100.0,87.25,12.75,200597.46,225758.36,1.1254,4,1238.7,7.3,108.79,114.87
PROJ-2018-0721,1,4,25.0,19.98,5.02,6905.28,7099.02,0.257,2,827.7,5.7,99.32,96.92
PROJ-2018-0721,2,4,50.0,57.92,-7.92,13810.56,12922.64,0.4679,1,128.7,0.8,99.91,101.27
PROJ-2018-0721,3,4,75.0,67.41,7.59,20715.84,20279.71,0.7342,2,494.9,2.0,99.13,100.17
PROJ-2018-0721,4,4,100.0,92.73,7.27,27621.12,29905.91,1.0827,3,1424.1,8.8,101.46,97.74
PROJ-2025-0722,1,2,50.0,48.19,1.81,125146.55,129524.97,0.5175,2,1019.1,5.7,131.44,139.35
PROJ-2025-0722,2,2,100.0,89.41,10.59,250293.11,238398.87,0.9525,4,844.2,6.9,132.66,139.48
PROJ-2025-0723,1,4,25.0,17.09,7.91,357700.61,342308.02,0.2392,1,226.9,0.8,132.38,138.28
PROJ-2025-0723,2,4,50.0,30.15,19.85,715401.23,832640.58,0.5819,2,967.1,3.7,132.49,140.47
PROJ-2025-0723,3,4,75.0,80.69,-5.69,1073101.84,1219541.81,0.8523,4,904.5,5.3,132.33,139.69
PROJ-2025-0723,4,4,100.0,80.69,19.31,1430802.46,1722954.84,1.2042,5,227.0,0.9,134.17,137.65
PROJ-2021-0724,1,2,50.0,13.12,36.88,37125.14,41270.77,0.5558,1,190.8,0.8,108.71,114.25
PROJ-2021-0724,2,2,100.0,91.56,8.44,74250.27,95471.59,1.2858,4,1185.8,6.1,110.36,114.33
PROJ-2016-0725,1,2,50.0,31.6,18.4,1179461.81,1282137.16,0.5435,0,689.9,4.0,94.91,95.03
PROJ-2016-0725,2,2,100.0,86.9,13.1,2358923.62,2658835.66,1.1271,5,109.8,0.3,93.98,94.01
PROJ-2025-0726,1,4,25.0,18.8,6.2,254663.79,244847.56,0.2404,2,740.4,5.6,130.91,138.8
PROJ-2025-0726,2,4,50.0,43.98,6.02,509327.58,539491.32,0.5296,4,996.5,7.8,133.14,139.12
PROJ-2025-0726,3,4,75.0,74.91,0.09,763991.36,881156.83,0.865,1,379.1,2.0,132.04,137.97
PROJ-2025-0726,4,4,100.0,86.97,13.03,1018655.15,1167895.61,1.1465,4,121.1,0.6,133.65,141.81
PROJ-2022-0727,1,2,50.0,59.08,-9.08,10752.89,10458.22,0.4863,2,112.3,0.6,115.02,123.42
PROJ-2022-0727,2,2,100.0,100.0,0.0,21505.77,21751.04,1.0114,1,521.7,3.1,115.64,124.62
PROJ-2024-0728,1,2,50.0,26.11,23.89,41641.14,41258.61,0.4954,1,116.2,0.6,126.27,134.84
PROJ-2024-0728,2,2,100.0,79.26,20.74,83282.28,83037.73,0.9971,1,850.0,3.8,128.4,136.05
PROJ-2017-0729,1,2,50.0,32.69,17.31,167926.47,177064.26,0.5272,2,249.8,0.9,97.25,98.21
PROJ-2017-0729,2,2,100.0,100.0,0.0,335852.94,363216.47,1.0815,6,1078.1,8.6,97.18,97.98
PROJ-2024-0730,1,4,25.0,19.2,5.8,130370.17,129692.82,0.2487,4,1255.1,12.5,127.56,133.18
PROJ-2024-0730,2,4,50.0,50.51,-0.51,260740.33,303166.26,0.5814,2,724.9,6.1,128.14,134.97
PROJ-2024-0730,3,4,75.0,60.03,14.97,391110.5,460544.43,0.8831,4,126.6,0.6,128.86,136.1
PROJ-2024-0730,4,4,100.0,96.67,3.33,521480.67,622136.1,1.193,1,493.5,2.1,129.99,136.12
PROJ-2025-0731,1,4,25.0,32.93,-7.93,18499.03,18196.52,0.2459,1,499.1,3.0,130.89,136.75
PROJ-2025-0731,2,4,50.0,44.72,5.28,36998.07,34777.42,0.47,2,1013.4,12.0,131.67,137.83
PROJ-2025-0731,3,4,75.0,83.17,-8.17,55497.1,57477.09,0.7768,2,503.2,7.0,133.08,137.9
PROJ-2025-0731,4,4,100.0,100.0,0.0,73996.14,70071.15,0.947,1,144.5,0.4,131.89,138.91
PROJ-2017-0732,1,4,25.0,23.43,1.57,27698.63,27415.35,0.2474,2,305.0,2.8,97.06,97.48
PROJ-2017-0732,2,4,50.0,52.43,-2.43,55397.26,56538.92,0.5103,1,132.7,0.3,98.01,99.41
PROJ-2017-0732,3,4,75.0,67.0,8.0,83095.9,80813.38,0.7294,2,959.9,3.6,97.95,98.0
