quarter,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly,context_id
1,108.1,0.5,99.72,100.21,CTX-1885
2,527.2,1.6,100.27,99.44,CTX-1886
3,664.3,8.2,99.57,102.05,CTX-1887
4,516.5,5.4,100.29,103.47,CTX-1888
1,156.0,1.9,94.78,94.7,CTX-1889
2,247.6,0.8,95.61,95.33,CTX-1890
1,432.7,7.1,121.24,130.04,CTX-1891
2,110.3,0.5,122.94,129.82,CTX-1892
3,412.7,2.1,122.75,132.09,CTX-1893
4,1468.7,3.7,123.56,132.12,CTX-1894
1,92.9,0.6,94.46,94.94,CTX-1895
2,567.9,3.2,95.02,94.89,CTX-1896
1,977.1,8.6,108.93,114.89,CTX-1897
2,383.2,2.7,109.38,113.48,CTX-1898
3,103.7,0.4,110.23,114.23,CTX-1899
4,946.9,4.1,109.79,114.86,CTX-1900
1,222.9,1.0,101.03,103.06,CTX-1901
2,1202.8,8.1,102.6,105.77,CTX-1902
1,1267.3,10.0,114.37,124.84,CTX-1903
2,566.6,4.8,116.04,123.76,CTX-1904
3,121.5,0.9,115.9,127.37,CTX-1905
4,554.6,2.1,117.55,127.86,CTX-1906
1,868.9,9.5,123.5,129.68,CTX-1907
2,226.6,2.2,121.49,130.79,CTX-1908
1,148.7,1.8,127.86,132.43,CTX-1909
2,292.6,0.6,129.71,134.2,CTX-1910
1,152.1,0.7,97.54,98.42,CTX-1911
2,590.0,1.8,97.07,95.35,CTX-1912
3,1248.8,9.9,98.33,99.92,CTX-1913
4,655.7,8.9,99.29,96.84,CTX-1914
1,488.2,2.1,102.41,106.12,CTX-1915
2,1316.4,12.9,104.01,108.31,CTX-1916
3,636.5,7.1,105.32,110.41,CTX-1917
4,113.5,0.7,105.69,107.92,CTX-1918
1,405.9,2.8,94.69,93.57,CTX-1919
2,1271.4,8.3,94.54,95.38,CTX-1920
1,275.0,1.2,109.11,115.79,CTX-1921
2,1238.7,7.3,108.79,114.87,CTX-1922
1,827.7,5.7,99.32,96.92,CTX-1923
2,128.7,0.8,99.91,101.27,CTX-1924
3,494.9,2.0,99.13,100.17,CTX-1925
4,1424.1,8.8,101.46,97.74,CTX-1926
1,1019.1,5.7,131.44,139.35,CTX-1927
2,844.2,6.9,132.66,139.48,CTX-1928
1,226.9,0.8,132.38,138.28,CTX-1929
2,967.1,3.7,132.49,140.47,CTX-1930
3,904.5,5.3,132.33,139.69,CTX-1931
4,227.0,0.9,134.17,137.65,CTX-1932
1,190.8,0.8,108.71,114.25,CTX-1933
2,1185.8,6.1,110.36,114.33,CTX-1934
1,689.9,4.0,94.91,95.03,CTX-1935
2,109.8,0.3,93.98,94.01,CTX-1936
1,740.4,5.6,130.91,138.8,CTX-1937
2,996.5,7.8,133.14,139.12,CTX-1938
3,379.1,2.0,132.04,137.97,CTX-1939
4,121.1,0.6,133.65,141.81,CTX-1940
1,112.3,0.6,115.02,123.42,CTX-1941
2,521.7,3.1,115.64,124.62,CTX-1942
1,116.2,0.6,126.27,134.84,CTX-1943
2,850.0,3.8,128.4,136.05,CTX-1944
1,249.8,0.9,97.25,98.21,CTX-1945
2,1078.1,8.6,97.18,97.98,CTX-1946
1,1255.1,12.5,127.56,133.18,CTX-1947
2,724.9,6.1,128.14,134.97,CTX-1948
3,126.6,0.6,128.86,136.1,CTX-1949
4,493.5,2.1,129.99,136.12,CTX-1950
1,499.1,3.0,130.89,136.75,CTX-1951
2,1013.4,12.0,131.67,137.83,CTX-1952
3,503.2,7.0,133.08,137.9,CTX-1953
4,144.5,0.4,131.89,138.91,CTX-1954
1,305.0,2.8,97.06,97.48,CTX-1955
2,132.7,0.3,98.01,99.41,CTX-1956
3,959.9,3.6,97.95,98.0,CTX-1957
4,1093.1,8.5,98.16,100.36,CTX-1958
1,695.7,8.1,108.78,112.09,CTX-1959
2,154.4,1.5,108.43,115.2,CTX-1960
1,929.0,5.3,108.52,112.7,CTX-1961
2,1082.6,10.8,109.36,111.32,CTX-1962
1,276.1,0.7,97.65,100.94,CTX-1963
2,1135.1,9.2,98.79,100.68,CTX-1964
3,1123.4,7.7,100.55,101.64,CTX-1965
4,171.2,1.3,100.64,99.86,CTX-1966
1,125.2,0.3,101.22,100.17,CTX-1967
2,812.7,5.2,102.68,101.89,CTX-1968
1,142.3,1.8,97.79,95.82,CTX-1969
2,244.3,0.7,96.51,99.29,CTX-1970
3,1084.6,4.5,96.94,98.68,CTX-1971
4,800.0,8.7,98.74,100.45,CTX-1972
1,470.6,5.9,115.43,128.37,CTX-1973
2,109.8,0.5,115.14,124.24,CTX-1974
3,533.7,2.8,117.08,124.35,CTX-1975
4,1378.9,9.6,115.98,125.97,CTX-1976
1,107.2,0.8,93.45,95.99,CTX-1977
2,544.9,2.9,94.31,95.92,CTX-1978
1,273.0,1.1,116.51,125.68,CTX-1979
2,1038.6,7.3,113.7,125.53,CTX-1980
3,943.7,9.4,116.78,124.55,CTX-1981
4,215.0,1.4,116.53,127.97,CTX-1982
1,96.3,0.6,126.96,137.23,CTX-1983
2,1069.0,3.9,128.47,134.37,CTX-1984
3,1102.7,8.5,128.9,137.4,CTX-1985
4,293.1,4.6,128.6,134.74,CTX-1986
1,533.4,5.6,126.94,136.46,CTX-1987
2,154.3,0.5,127.58,134.17,CTX-1988
1,1051.7,9.0,105.02,107.02,CTX-1989
2,378.6,3.4,105.91,107.73,CTX-1990
1,370.4,4.8,126.24,134.39,CTX-1991
2,149.8,0.5,127.49,136.4,CTX-1992
1,214.5,0.9,98.66,99.11,CTX-1993
2,1120.0,7.4,99.29,101.66,CTX-1994
1,465.2,1.4,104.92,104.85,CTX-1995
2,1204.0,9.3,105.69,105.09,CTX-1996
1,346.0,2.2,126.67,135.98,CTX-1997
2,120.8,0.6,127.87,135.88,CTX-1998
3,1031.3,4.5,127.86,135.62,CTX-1999
4,870.4,7.2,129.05,137.3,CTX-2000
1,471.8,1.9,104.17,107.17,CTX-2001
2,771.2,8.8,103.4,108.17,CTX-2002
1,984.6,4.4,93.65,96.15,CTX-2003
2,1410.3,6.8,93.41,94.03,CTX-2004
1,1108.2,8.9,96.02,96.39,CTX-2005
2,614.7,6.2,98.35,100.19,CTX-2006
3,141.9,0.5,99.24,98.57,CTX-2007
4,478.3,2.5,98.01,100.01,CTX-2008
1,545.5,4.7,123.08,129.65,CTX-2009
2,141.8,0.7,123.44,131.09,CTX-2010
3,597.3,1.9,125.21,131.31,CTX-2011
4,1329.4,11.1,124.48,131.53,CTX-2012
1,971.8,5.1,103.76,108.09,CTX-2013
2,708.2,9.4,104.41,109.27,CTX-2014
1,1000.0,5.0,126.92,134.84,CTX-2015
2,142.5,1.6,127.92,135.41,CTX-2016
1,564.0,2.8,114.74,123.62,CTX-2017
2,117.0,0.7,116.17,124.83,CTX-2018
1,146.9,0.6,113.83,126.43,CTX-2019
2,983.2,3.7,114.63,125.03,CTX-2020
3,942.6,9.4,116.91,124.43,CTX-2021
4,246.9,4.1,116.54,125.63,CTX-2022
1,945.5,6.8,102.31,102.82,CTX-2023
2,962.4,7.1,102.24,102.34,CTX-2024
1,469.0,3.0,120.84,131.45,CTX-2025
2,985.1,6.5,122.68,130.2,CTX-2026
1,358.7,3.0,132.17,137.93,CTX-2027
2,121.6,0.6,131.99,140.33,CTX-2028
1,948.1,5.3,131.7,138.63,CTX-2029
2,202.9,0.2,132.57,139.4,CTX-2030
1,1081.4,4.9,108.03,115.52,CTX-2031
2,983.8,6.4,110.15,114.0,CTX-2032
1,187.2,1.6,127.02,136.51,CTX-2033
2,233.1,0.8,127.06,134.68,CTX-2034
1,588.6,2.0,122.33,129.46,CTX-2035
2,867.9,9.4,122.41,130.41,CTX-2036
3,598.1,5.4,123.88,133.07,CTX-2037
4,98.5,0.7,123.41,132.22,CTX-2038
1,851.6,9.1,123.16,131.04,CTX-2039
2,675.7,7.0,123.09,131.04,CTX-2040
3,113.8,0.6,123.76,131.12,CTX-2041
4,493.8,1.6,123.01,131.76,CTX-2042
1,520.9,8.0,122.32,131.79,CTX-2043
2,120.8,0.6,124.36,130.27,CTX-2044
1,834.5,7.4,101.71,102.31,CTX-2045
2,170.0,1.2,102.74,104.77,CTX-2046
3,289.3,0.7,103.31,102.76,CTX-2047
4,673.8,6.7,104.17,103.24,CTX-2048
1,981.3,6.9,122.44,131.01,CTX-2049
2,772.1,6.7,122.82,129.33,CTX-2050
3,147.8,0.8,122.32,130.77,CTX-2051
4,479.5,1.6,124.41,130.43,CTX-2052
1,1027.4,9.2,101.93,101.64,CTX-2053
2,218.9,1.5,101.76,102.3,CTX-2054
1,1326.9,9.8,132.13,139.79,CTX-2055
2,327.0,2.5,132.96,140.57,CTX-2056
1,802.6,3.2,101.43,98.74,CTX-2057
2,981.0,9.0,102.57,101.22,CTX-2058
1,522.9,5.6,105.15,105.34,CTX-2059
2,117.2,0.6,106.31,107.09,CTX-2060
1,423.2,2.8,109.7,112.93,CTX-2061
2,120.0,0.6,109.99,115.26,CTX-2062
1,543.2,5.0,108.77,112.7,CTX-2063
2,119.5,0.6,110.42,113.43,CTX-2064
3,393.6,2.1,111.41,113.72,CTX-2065
4,816.7,5.9,110.95,115.19,CTX-2066
1,131.5,0.4,97.54,99.04,CTX-2067
2,481.7,2.9,98.79,98.06,CTX-2068
1,510.8,4.4,115.41,125.45,CTX-2069
2,1169.8,8.0,116.69,124.17,CTX-2070
1,227.5,1.1,94.07,96.33,CTX-2071
2,1214.4,5.7,94.5,96.88,CTX-2072
1,403.9,1.7,122.03,130.02,CTX-2073
2,142.5,0.4,123.18,130.54,CTX-2074
1,200.0,0.6,101.86,101.15,CTX-2075
2,1364.2,6.7,101.7,104.16,CTX-2076
1,1186.3,6.2,103.1,106.6,CTX-2077
2,873.9,8.5,103.74,107.27,CTX-2078
1,209.7,1.9,121.83,130.12,CTX-2079
2,320.4,1.0,123.48,132.63,CTX-2080
3,1055.9,4.3,123.09,131.13,CTX-2081
4,837.6,4.9,124.12,134.48,CTX-2082
1,123.9,0.6,100.91,102.52,CTX-2083
2,580.8,1.8,100.74,102.82,CTX-2084
1,1021.1,10.7,97.93,96.21,CTX-2085
2,200.1,1.1,99.54,99.15,CTX-2086
3,264.6,0.6,97.46,98.63,CTX-2087
4,1226.0,5.1,97.78,100.53,CTX-2088
1,536.2,2.4,122.27,128.76,CTX-2089
2,1286.0,14.9,123.34,132.11,CTX-2090
3,632.2,5.4,123.79,131.16,CTX-2091
4,116.9,0.6,124.93,132.0,CTX-2092
1,1150.9,10.4,101.79,101.95,CTX-2093
2,1010.6,8.3,100.68,103.2,CTX-2094
3,227.3,1.5,103.23,104.15,CTX-2095
4,251.4,0.9,103.16,104.32,CTX-2096
1,536.5,2.2,114.91,125.04,CTX-2097
2,1015.6,7.0,116.13,126.13,CTX-2098
3,768.9,5.6,115.74,124.27,CTX-2099
4,120.8,0.7,115.84,126.31,CTX-2100
1,260.2,2.4,130.32,140.85,CTX-2101
2,272.8,1.0,131.89,139.77,CTX-2102
1,155.0,1.6,107.91,112.34,CTX-2103
2,317.4,0.7,109.2,112.54,CTX-2104
1,274.0,3.1,103.06,102.06,CTX-2105
2,131.8,0.4,101.45,102.14,CTX-2106
1,1254.3,6.5,131.03,138.57,CTX-2107
2,364.2,3.8,132.97,138.64,CTX-2108
3,121.3,0.6,133.68,137.83,CTX-2109
4,857.6,3.3,134.27,140.32,CTX-2110
1,283.0,0.9,104.37,106.43,CTX-2111
2,772.9,5.9,107.2,107.43,CTX-2112
1,111.9,0.6,104.98,107.65,CTX-2113
2,347.3,2.0,106.26,107.43,CTX-2114
1,1089.8,4.5,101.42,103.09,CTX-2115
2,747.6,4.8,102.97,103.54,CTX-2116
3,128.2,0.6,103.61,103.73,CTX-2117
4,539.9,1.2,102.36,102.76,CTX-2118
1,1090.4,6.5,126.63,135.88,CTX-2119
2,792.6,8.2,127.58,137.73,CTX-2120
1,448.7,2.0,114.04,122.08,CTX-2121
2,1383.3,10.4,115.24,125.42,CTX-2122
1,118.0,0.6,93.22,95.84,CTX-2123
2,518.7,1.8,93.02,97.49,CTX-2124
1,123.1,0.7,116.17,125.74,CTX-2125
2,533.6,2.8,115.08,126.09,CTX-2126
1,186.7,0.8,105.04,108.24,CTX-2127
2,212.5,1.0,105.29,106.99,CTX-2128
3,808.7,6.5,105.53,107.08,CTX-2129
4,1006.8,4.7,106.53,106.61,CTX-2130
1,229.5,0.8,127.74,132.74,CTX-2131
2,1197.7,5.9,127.19,137.44,CTX-2132
1,502.3,3.1,99.01,100.73,CTX-2133
2,1051.6,8.7,99.35,98.78,CTX-2134
3,517.9,6.9,100.85,99.58,CTX-2135
4,100.3,0.5,99.3,100.14,CTX-2136
1,1145.1,4.7,104.46,107.92,CTX-2137
2,312.8,2.6,105.68,106.95,CTX-2138
1,780.1,6.8,131.65,137.66,CTX-2139
2,194.6,1.3,130.81,138.95,CTX-2140
1,1183.3,6.9,94.38,94.57,CTX-2141
2,469.9,2.8,94.98,95.98,CTX-2142
3,131.5,0.9,94.92,95.85,CTX-2143
4,939.7,3.1,94.63,95.7,CTX-2144
1,264.4,1.2,101.7,102.29,CTX-2145
2,1068.7,8.5,101.62,103.16,CTX-2146
1,362.0,3.4,126.89,137.03,CTX-2147
2,137.1,0.6,128.42,134.19,CTX-2148
1,126.9,0.3,100.91,103.54,CTX-2149
2,970.5,7.1,101.88,104.02,CTX-2150
1,1022.2,7.7,96.19,97.38,CTX-2151
2,737.4,6.7,95.74,99.33,CTX-2152
1,408.0,3.1,130.81,139.11,CTX-2153
2,124.8,0.5,133.08,137.53,CTX-2154
1,953.5,5.5,107.66,113.91,CTX-2155
2,802.8,8.0,109.22,112.21,CTX-2156
1,983.2,5.3,110.36,113.83,CTX-2157
2,1018.6,2.1,110.16,115.15,CTX-2158
3,318.6,3.8,109.42,114.64,CTX-2159
4,120.3,0.5,110.15,114.38,CTX-2160
1,1266.9,9.8,98.74,96.26,CTX-2161
2,625.4,4.6,96.44,98.39,CTX-2162
1,790.8,3.1,98.65,98.83,CTX-2163
2,175.1,1.2,99.56,100.92,CTX-2164
3,303.3,0.6,100.49,99.16,CTX-2165
4,1119.3,4.9,100.03,100.61,CTX-2166
1,827.5,11.3,109.2,113.06,CTX-2167
2,394.7,3.8,109.75,114.7,CTX-2168
1,768.1,8.8,104.32,106.49,CTX-2169
2,406.9,3.8,104.8,107.53,CTX-2170
3,127.8,0.5,105.28,107.59,CTX-2171
4,960.8,6.0,105.7,107.63,CTX-2172
1,937.3,5.3,131.25,140.03,CTX-2173
2,815.0,6.2,131.53,137.93,CTX-2174
1,783.1,2.3,97.19,97.29,CTX-2175
2,1072.1,8.0,97.43,98.4,CTX-2176
1,627.6,6.1,115.43,124.59,CTX-2177
2,126.0,0.7,115.06,126.94,CTX-2178
1,565.4,2.1,100.61,97.34,CTX-2179
2,1524.3,7.6,100.58,98.9,CTX-2180
1,147.8,0.3,99.71,97.94,CTX-2181
2,396.9,2.5,100.54,99.0,CTX-2182
1,181.1,1.3,131.85,140.38,CTX-2183
2,268.1,0.5,132.61,138.08,CTX-2184
1,604.1,6.5,94.39,94.57,CTX-2185
2,136.7,0.7,94.42,96.18,CTX-2186
1,692.6,6.0,96.58,98.84,CTX-2187
2,105.8,0.6,97.33,99.88,CTX-2188
1,845.3,7.3,110.93,111.12,CTX-2189
2,202.1,0.9,110.56,115.37,CTX-2190
1,127.6,0.6,126.71,134.12,CTX-2191
2,581.3,2.6,127.93,138.76,CTX-2192
1,889.5,6.3,131.52,139.31,CTX-2193
2,782.4,7.6,131.64,137.97,CTX-2194
3,171.2,1.7,132.87,139.08,CTX-2195
4,301.1,0.6,133.88,140.51,CTX-2196
1,637.7,2.4,103.77,106.71,CTX-2197
2,1181.8,8.6,105.62,106.65,CTX-2198
3,475.4,4.2,105.39,109.2,CTX-2199
4,144.7,0.6,105.17,110.41,CTX-2200
1,129.6,0.4,114.7,123.99,CTX-2201
2,891.4,5.5,116.02,124.45,CTX-2202
1,151.2,1.6,127.07,137.81,CTX-2203
2,252.2,0.8,129.46,136.89,CTX-2204
1,1050.3,7.0,121.34,130.69,CTX-2205
2,365.4,2.5,122.63,128.3,CTX-2206
3,108.7,0.7,123.19,132.14,CTX-2207
4,911.3,4.3,122.49,131.31,CTX-2208
1,1019.7,9.2,114.84,123.68,CTX-2209
2,815.4,6.8,116.35,127.04,CTX-2210
3,200.5,1.4,115.82,124.88,CTX-2211
4,253.9,1.0,118.08,125.73,CTX-2212
1,185.2,2.0,115.78,124.39,CTX-2213
2,219.6,0.7,115.46,126.16,CTX-2214
3,1114.1,9.3,115.87,123.47,CTX-2215
4,974.0,8.5,117.38,125.17,CTX-2216
1,996.5,4.0,99.86,98.23,CTX-2217
2,409.9,1.7,97.73,98.14,CTX-2218
3,116.4,0.4,99.42,100.79,CTX-2219
4,989.1,3.5,102.11,102.34,CTX-2220
1,483.7,3.8,108.88,113.42,CTX-2221
2,1132.0,10.6,110.07,113.83,CTX-2222
1,112.4,0.6,101.9,101.68,CTX-2223
2,395.8,3.0,101.99,105.69,CTX-2224
1,1030.6,8.5,122.07,129.94,CTX-2225
2,605.5,2.9,121.78,130.94,CTX-2226
1,184.9,1.6,103.94,106.03,CTX-2227
2,222.0,1.0,104.45,107.22,CTX-2228
3,824.4,6.1,105.39,106.23,CTX-2229
4,796.8,9.0,105.83,108.32,CTX-2230
1,1051.6,7.5,127.78,133.66,CTX-2231
2,435.8,5.5,126.5,134.86,CTX-2232
1,726.3,6.4,109.81,113.82,CTX-2233
2,974.7,9.1,109.32,113.34,CTX-2234
1,782.9,1.5,96.73,99.29,CTX-2235
2,1081.0,9.0,97.48,96.84,CTX-2236
1,945.9,5.3,99.46,99.75,CTX-2237
2,161.6,1.2,99.14,100.12,CTX-2238
1,886.5,9.3,96.41,99.79,CTX-2239
2,931.0,5.7,98.25,97.89,CTX-2240
1,858.7,4.4,108.21,113.22,CTX-2241
2,934.6,7.1,109.6,113.74,CTX-2242
3,280.8,4.0,109.81,114.49,CTX-2243
4,136.1,0.5,110.57,114.07,CTX-2244
1,731.7,8.4,114.16,124.24,CTX-2245
2,168.7,1.7,115.44,124.66,CTX-2246
1,1008.2,3.0,108.07,114.87,CTX-2247
2,1001.2,9.8,110.11,114.02,CTX-2248
3,254.5,3.1,111.56,113.3,CTX-2249
4,133.0,0.4,110.37,117.31,CTX-2250
1,161.0,1.6,116.07,123.5,CTX-2251
2,297.8,0.5,114.67,125.12,CTX-2252
1,849.3,10.5,109.3,114.01,CTX-2253
2,738.8,8.0,109.18,115.1,CTX-2254
1,724.1,4.6,114.57,122.57,CTX-2255
2,1155.4,9.5,116.26,125.48,CTX-2256
1,608.6,2.8,104.91,105.73,CTX-2257
2,108.3,0.4,104.86,107.93,CTX-2258
3,515.1,1.6,104.71,109.72,CTX-2259
4,932.2,10.7,107.86,106.36,CTX-2260
1,609.4,8.0,101.83,102.88,CTX-2261
2,110.9,0.5,102.53,103.28,CTX-2262
3,505.2,2.1,103.19,102.0,CTX-2263
4,1299.9,7.1,104.19,104.18,CTX-2264
1,524.4,2.1,102.12,101.71,CTX-2265
2,1082.5,6.7,102.23,102.79,CTX-2266
3,585.2,6.0,103.64,105.4,CTX-2267
4,109.2,0.8,103.01,103.72,CTX-2268
1,407.1,3.0,105.41,107.63,CTX-2269
2,121.7,0.2,105.58,107.87,CTX-2270
3,867.0,5.2,106.51,108.76,CTX-2271
4,910.0,9.3,106.61,106.96,CTX-2272
1,1103.4,7.6,121.74,129.68,CTX-2273
2,775.9,7.9,121.89,132.97,CTX-2274
1,218.9,0.8,126.12,135.41,CTX-2275
2,1245.5,5.7,126.93,134.47,CTX-2276
3,681.0,8.3,127.18,135.67,CTX-2277
4,175.7,1.8,127.66,137.52,CTX-2278
1,783.8,4.8,122.46,130.83,CTX-2279
2,1053.5,13.1,123.38,132.05,CTX-2280
1,242.3,1.0,126.16,136.85,CTX-2281
2,1209.0,6.2,127.3,135.39,CTX-2282
3,915.0,5.5,128.38,137.41,CTX-2283
4,191.9,1.4,128.32,136.87,CTX-2284
1,719.3,4.0,120.78,130.21,CTX-2285
2,1090.0,6.3,123.4,133.28,CTX-2286
1,812.2,5.9,110.99,113.55,CTX-2287
2,197.6,1.5,109.32,114.07,CTX-2288
1,426.8,1.4,110.16,112.56,CTX-2289
2,1355.1,10.1,111.32,113.75,CTX-2290
3,524.5,4.9,109.43,113.48,CTX-2291
4,125.1,0.5,111.55,114.81,CTX-2292
1,235.0,1.6,121.9,130.55,CTX-2293
2,212.7,0.9,122.28,130.65,CTX-2294
1,440.9,2.9,109.14,113.44,CTX-2295
2,1220.2,9.6,110.82,112.55,CTX-2296
3,634.6,5.5,110.64,114.16,CTX-2297
4,111.2,0.6,111.54,114.43,CTX-2298
1,236.9,1.4,110.24,111.59,CTX-2299
2,305.0,0.7,109.88,111.76,CTX-2300
1,242.4,3.4,105.6,106.04,CTX-2301
2,98.9,0.4,104.88,107.58,CTX-2302
1,445.6,2.9,95.04,93.59,CTX-2303
2,931.2,9.2,92.37,97.05,CTX-2304
3,588.2,5.1,94.88,93.46,CTX-2305
4,144.4,0.4,95.91,97.37,CTX-2306
1,1383.5,8.8,122.58,130.22,CTX-2307
2,421.7,3.2,123.06,129.8,CTX-2308
1,412.9,2.5,127.65,133.1,CTX-2309
2,73.7,0.5,126.88,136.14,CTX-2310
1,472.1,4.1,126.97,136.39,CTX-2311
2,112.7,0.5,126.91,135.47,CTX-2312
3,1097.7,3.5,127.61,133.87,CTX-2313
4,1057.7,9.1,128.69,137.7,CTX-2314
1,1229.2,10.0,132.92,139.0,CTX-2315
2,578.2,6.5,132.29,138.84,CTX-2316
3,91.3,0.4,130.53,139.7,CTX-2317
4,361.1,1.8,134.61,140.22,CTX-2318
1,481.7,2.4,115.63,123.34,CTX-2319
2,132.8,0.4,115.16,125.56,CTX-2320
1,154.1,0.7,123.79,130.73,CTX-2321
2,375.2,2.7,122.32,129.81,CTX-2322
3,1381.4,7.1,122.69,129.66,CTX-2323
4,643.0,6.0,125.0,132.92,CTX-2324
1,138.1,0.7,99.09,98.37,CTX-2325
2,448.2,2.8,100.32,98.91,CTX-2326
1,371.0,1.9,114.68,124.85,CTX-2327
2,1029.6,9.8,116.67,124.47,CTX-2328
1,255.1,0.5,110.71,113.03,CTX-2329
2,799.1,7.6,109.26,114.76,CTX-2330
3,841.5,6.8,109.18,115.19,CTX-2331
4,186.9,1.5,110.95,116.02,CTX-2332
1,165.1,1.7,104.49,106.95,CTX-2333
2,261.6,0.9,105.42,104.19,CTX-2334
1,835.9,8.9,96.08,96.32,CTX-2335
2,356.8,3.4,96.3,97.32,CTX-2336
1,1171.7,7.7,115.85,123.87,CTX-2337
2,735.4,6.9,114.37,125.19,CTX-2338
1,1213.9,9.7,133.49,138.23,CTX-2339
2,466.6,4.5,131.82,137.65,CTX-2340
1,404.6,3.6,99.18,100.62,CTX-2341
2,115.2,0.4,99.64,99.29,CTX-2342
1,872.9,6.7,132.2,138.87,CTX-2343
2,880.7,8.4,131.26,139.39,CTX-2344
1,1171.7,8.5,132.73,138.59,CTX-2345
2,635.0,4.5,131.88,138.94,CTX-2346
1,299.4,2.8,130.36,138.82,CTX-2347
2,112.7,0.6,132.13,140.27,CTX-2348
1,1062.0,4.8,100.29,101.41,CTX-2349
2,843.9,5.2,102.23,103.88,CTX-2350
1,1233.0,7.6,102.25,101.3,CTX-2351
2,550.3,2.9,102.52,103.85,CTX-2352
1,740.5,4.3,98.42,96.61,CTX-2353
2,1079.2,8.2,97.58,98.63,CTX-2354
1,207.9,1.6,94.45,94.61,CTX-2355
2,261.5,0.9,94.25,96.88,CTX-2356
1,753.5,4.2,96.43,96.86,CTX-2357
2,906.5,13.2,96.53,99.45,CTX-2358
1,154.3,0.6,96.67,99.49,CTX-2359
2,468.5,1.7,98.9,99.94,CTX-2360
1,110.7,0.4,115.53,124.51,CTX-2361
2,907.6,4.4,115.81,125.78,CTX-2362
3,996.0,11.9,116.37,124.49,CTX-2363
4,312.4,3.3,117.9,127.65,CTX-2364
1,941.3,10.3,109.03,112.23,CTX-2365
2,394.9,2.4,109.16,114.37,CTX-2366
3,141.4,0.3,111.28,113.64,CTX-2367
4,721.5,2.4,109.8,114.27,CTX-2368
1,112.3,0.8,97.72,97.59,CTX-2369
2,861.4,3.8,98.03,98.99,CTX-2370
3,1037.8,9.5,97.79,99.53,CTX-2371
4,378.9,3.0,98.41,96.68,CTX-2372
1,107.6,0.4,116.37,125.4,CTX-2373
2,839.2,5.0,117.02,124.77,CTX-2374
1,221.6,0.9,127.15,133.85,CTX-2375
2,216.8,0.6,128.81,137.36,CTX-2376
3,1442.5,3.8,128.53,136.84,CTX-2377
4,1069.2,9.4,128.71,136.44,CTX-2378
1,118.5,0.7,127.9,134.65,CTX-2379
2,810.0,4.8,128.45,133.91,CTX-2380
3,1461.5,6.5,127.5,136.27,CTX-2381
4,364.6,4.1,128.15,136.13,CTX-2382
1,657.7,4.6,108.75,114.32,CTX-2383
2,146.9,0.3,109.64,113.34,CTX-2384
1,190.5,1.6,128.48,137.47,CTX-2385
2,235.3,0.6,128.45,136.21,CTX-2386
1,120.5,0.4,104.54,106.61,CTX-2387
2,998.5,4.5,104.9,109.17,CTX-2388
1,942.9,5.7,101.22,103.18,CTX-2389
2,1290.2,6.0,103.14,103.45,CTX-2390
1,279.5,2.0,93.71,94.74,CTX-2391
2,256.6,0.9,94.69,97.24,CTX-2392
1,1344.3,7.3,130.09,138.66,CTX-2393
2,800.9,5.7,131.49,137.77,CTX-2394
1,1007.8,11.9,102.12,102.44,CTX-2395
2,645.5,4.7,102.72,104.13,CTX-2396
3,113.5,0.9,102.61,104.05,CTX-2397
4,536.5,2.7,103.41,102.52,CTX-2398
1,126.7,0.6,127.7,134.33,CTX-2399
2,818.9,3.7,127.53,135.09,CTX-2400
3,1130.7,11.9,128.46,135.29,CTX-2401
4,385.3,2.9,127.32,136.0,CTX-2402
1,1049.0,4.0,95.99,95.04,CTX-2403
2,837.0,5.7,97.74,98.76,CTX-2404
3,283.7,1.9,96.92,99.66,CTX-2405
4,129.5,0.5,96.75,98.54,CTX-2406
1,1110.5,6.5,93.41,94.7,CTX-2407
2,1052.5,6.5,94.92,96.89,CTX-2408
1,100.0,0.6,109.86,112.89,CTX-2409
2,562.6,2.4,108.97,113.25,CTX-2410
1,124.4,0.5,122.74,129.31,CTX-2411
2,937.7,4.2,121.76,128.47,CTX-2412
3,1138.9,6.6,123.8,131.39,CTX-2413
4,299.3,4.1,124.08,132.82,CTX-2414
1,202.6,0.7,99.31,97.52,CTX-2415
2,1006.9,7.2,100.75,100.79,CTX-2416
3,876.5,6.6,100.52,101.54,CTX-2417
4,202.3,0.4,100.44,100.99,CTX-2418
1,139.9,0.8,122.84,130.61,CTX-2419
2,519.0,1.8,122.73,132.06,CTX-2420
3,832.1,8.4,122.25,133.56,CTX-2421
4,620.8,6.7,124.31,130.67,CTX-2422
1,212.5,0.6,101.92,104.8,CTX-2423
2,931.3,8.8,103.51,101.86,CTX-2424
1,148.0,0.5,127.48,135.61,CTX-2425
2,916.8,4.8,127.49,135.29,CTX-2426
1,117.0,0.7,98.67,99.6,CTX-2427
2,574.6,2.7,99.16,98.77,CTX-2428
3,1270.1,5.6,99.61,99.19,CTX-2429
4,558.6,4.8,98.86,99.71,CTX-2430
1,116.8,0.2,131.76,137.14,CTX-2431
2,821.7,6.4,132.41,138.29,CTX-2432
1,1438.7,3.7,109.58,110.63,CTX-2433
2,1072.3,9.1,110.88,114.56,CTX-2434
1,994.6,7.3,126.22,135.77,CTX-2435
2,296.3,2.2,128.15,135.01,CTX-2436
1,469.8,2.2,100.5,101.26,CTX-2437
